,city,year,party,BL,Anzahl Bewerber,darunter Frauen,Prozent Frauen
2738,Petersberg,2011,CDU,HE,41,13.0,0.3170731707317073
2739,Petersberg,2011,SPD,HE,38,8.0,0.21052631578947367
2740,Petersberg,2016,CDU,HE,6,2.0,0.3333333333333333
2741,Petersberg,2016,SPD,HE,13,5.0,0.38461538461538464
2742,Petersberg,2021,CDU,HE,16,3.0,0.1875
2743,Pfungstadt,2011,CDU,HE,33,6.0,0.18181818181818182
2744,Pfungstadt,2011,SPD,HE,33,8.0,0.24242424242424243
2745,Pfungstadt,2016,CDU,HE,36,13.0,0.3611111111111111
2746,Pfungstadt,2016,FDP,HE,10,4.0,0.4
2747,Pfungstadt,2016,GRÜNE,HE,14,5.0,0.35714285714285715
2748,Pfungstadt,2016,SPD,HE,39,12.0,0.3076923076923077
2749,Pfungstadt,2021,CDU,HE,26,10.0,0.38461538461538464
2750,Pfungstadt,2021,FDP,HE,18,7.0,0.3888888888888889
2751,Pfungstadt,2021,GRÜNE,HE,28,12.0,0.42857142857142855
2752,Pfungstadt,2021,SPD,HE,43,14.0,0.32558139534883723
2753,Philippsthal (Werra),2011,CDU,HE,20,9.0,0.45
2754,Philippsthal (Werra),2011,FDP,HE,5,2.0,0.4
2755,Philippsthal (Werra),2011,GRÜNE,HE,18,7.0,0.3888888888888889
2756,Philippsthal (Werra),2011,SPD,HE,38,11.0,0.2894736842105263
2757,Philippsthal (Werra),2016,CDU,HE,31,9.0,0.2903225806451613
2758,Philippsthal (Werra),2016,FDP,HE,15,7.0,0.4666666666666667
2759,Philippsthal (Werra),2016,GRÜNE,HE,17,9.0,0.5294117647058824
2760,Philippsthal (Werra),2016,SPD,HE,47,15.0,0.3191489361702128
2761,Philippsthal (Werra),2021,CDU,HE,15,,
2762,Philippsthal (Werra),2021,FDP,HE,5,2.0,0.4
2763,Philippsthal (Werra),2021,SPD,HE,17,6.0,0.35294117647058826
2764,Pohlheim,2016,CDU,HE,26,9.0,0.34615384615384615
2765,Pohlheim,2016,SPD,HE,11,2.0,0.18181818181818182
2766,Pohlheim,2021,CDU,HE,14,1.0,0.07142857142857142
2767,Pohlheim,2021,GRÜNE,HE,9,4.0,0.4444444444444444
2768,Pohlheim,2021,SPD,HE,14,4.0,0.2857142857142857
2769,Poppenhausen (Wasserkuppe),2011,GRÜNE,HE,6,3.0,0.5
2770,Poppenhausen (Wasserkuppe),2011,SPD,HE,24,5.0,0.20833333333333334
2771,Poppenhausen (Wasserkuppe),2016,SPD,HE,15,2.0,0.13333333333333333
2772,Poppenhausen (Wasserkuppe),2021,CDU,HE,16,5.0,0.3125
2773,Poppenhausen (Wasserkuppe),2021,SPD,HE,5,2.0,0.4
2774,Rabenau,2011,CDU,HE,28,7.0,0.25
2775,Rabenau,2011,GRÜNE,HE,14,9.0,0.6428571428571429
2776,Rabenau,2011,SPD,HE,23,4.0,0.17391304347826086
2777,Rabenau,2016,CDU,HE,40,8.0,0.2
2778,Rabenau,2016,FDP,HE,22,6.0,0.2727272727272727
2779,Rabenau,2016,GRÜNE,HE,16,8.0,0.5
2780,Rabenau,2016,SPD,HE,29,9.0,0.3103448275862069
2781,Rabenau,2021,CDU,HE,21,5.0,0.23809523809523808
2782,Rabenau,2021,GRÜNE,HE,15,6.0,0.4
2783,Rabenau,2021,SPD,HE,28,11.0,0.39285714285714285
2784,Ranstadt,2011,CDU,HE,20,4.0,0.2
2785,Ranstadt,2011,FDP,HE,16,8.0,0.5
2786,Ranstadt,2011,GRÜNE,HE,20,8.0,0.4
2787,Ranstadt,2011,SPD,HE,32,6.0,0.1875
2788,Ranstadt,2016,CDU,HE,17,4.0,0.23529411764705882
2789,Ranstadt,2016,GRÜNE,HE,11,6.0,0.5454545454545454
2790,Ranstadt,2016,SPD,HE,26,7.0,0.2692307692307692
2791,Ranstadt,2021,CDU,HE,25,9.0,0.36
2792,Ranstadt,2021,SPD,HE,28,10.0,0.35714285714285715
2793,Rasdorf,2011,CDU,HE,32,5.0,0.15625
2794,Rasdorf,2011,FDP,HE,23,6.0,0.2608695652173913
2795,Rasdorf,2011,GRÜNE,HE,15,9.0,0.6
2796,Rasdorf,2011,SPD,HE,32,3.0,0.09375
2797,Rasdorf,2016,CDU,HE,6,2.0,0.3333333333333333
2798,Rasdorf,2016,SPD,HE,22,4.0,0.18181818181818182
2799,Rasdorf,2021,CDU,HE,15,1.0,0.06666666666666667
2800,Rasdorf,2021,FDP,HE,11,5.0,0.45454545454545453
2801,Rasdorf,2021,SPD,HE,13,4.0,0.3076923076923077
2802,Raunheim,2011,CDU,HE,24,4.0,0.16666666666666666
2803,Raunheim,2011,FDP,HE,13,3.0,0.23076923076923078
2804,Raunheim,2011,SPD,HE,23,6.0,0.2608695652173913
2805,Raunheim,2016,CDU,HE,38,11.0,0.2894736842105263
2806,Raunheim,2016,SPD,HE,43,14.0,0.32558139534883723
2807,Raunheim,2021,AfD,HE,4,2.0,0.5
2808,Raunheim,2021,CDU,HE,38,11.0,0.2894736842105263
2809,Raunheim,2021,GRÜNE,HE,24,8.0,0.3333333333333333
2810,Raunheim,2021,SPD,HE,42,14.0,0.3333333333333333
2811,Rauschenberg,2011,SPD,HE,16,4.0,0.25
2812,Rauschenberg,2016,CDU,HE,41,7.0,0.17073170731707318
2813,Rauschenberg,2016,SPD,HE,41,12.0,0.2926829268292683
2814,Rauschenberg,2021,CDU,HE,36,12.0,0.3333333333333333
2815,Rauschenberg,2021,FDP,HE,24,4.0,0.16666666666666666
2816,Rauschenberg,2021,GRÜNE,HE,16,8.0,0.5
2817,Rauschenberg,2021,SPD,HE,38,13.0,0.34210526315789475
2818,Reichelsheim (Odenwald),2011,CDU,HE,47,14.0,0.2978723404255319
2819,Reichelsheim (Odenwald),2011,FDP,HE,16,3.0,0.1875
2820,Reichelsheim (Odenwald),2011,SPD,HE,42,9.0,0.21428571428571427
2821,Reichelsheim (Odenwald),2016,AfD,HE,9,3.0,0.3333333333333333
2822,Reichelsheim (Odenwald),2016,CDU,HE,53,20.0,0.37735849056603776
2823,Reichelsheim (Odenwald),2016,FDP,HE,33,9.0,0.2727272727272727
2824,Reichelsheim (Odenwald),2016,SPD,HE,51,21.0,0.4117647058823529
2825,Reichelsheim (Odenwald),2021,CDU,HE,43,14.0,0.32558139534883723
2826,Reichelsheim (Odenwald),2021,FDP,HE,14,3.0,0.21428571428571427
2827,Reichelsheim (Odenwald),2021,GRÜNE,HE,17,7.0,0.4117647058823529
2828,Reichelsheim (Odenwald),2021,SPD,HE,26,9.0,0.34615384615384615
2829,Reichelsheim (Wetterau),2011,CDU,HE,42,12.0,0.2857142857142857
2830,Reichelsheim (Wetterau),2011,FDP,HE,18,8.0,0.4444444444444444
2831,Reichelsheim (Wetterau),2011,GRÜNE,HE,17,7.0,0.4117647058823529
2832,Reichelsheim (Wetterau),2011,SPD,HE,39,10.0,0.2564102564102564
2833,Reichelsheim (Wetterau),2016,CDU,HE,11,5.0,0.45454545454545453
2834,Reichelsheim (Wetterau),2016,GRÜNE,HE,15,6.0,0.4
2835,Reichelsheim (Wetterau),2016,SPD,HE,21,5.0,0.23809523809523808
2836,Reichelsheim (Wetterau),2021,CDU,HE,27,7.0,0.25925925925925924
2837,Reichelsheim (Wetterau),2021,GRÜNE,HE,12,6.0,0.5
2838,Reichelsheim (Wetterau),2021,SPD,HE,21,5.0,0.23809523809523808
2839,Reinhardshagen,2011,CDU,HE,33,6.0,0.18181818181818182
2840,Reinhardshagen,2011,FDP,HE,16,3.0,0.1875
2841,Reinhardshagen,2011,GRÜNE,HE,11,5.0,0.45454545454545453
2842,Reinhardshagen,2011,SPD,HE,35,5.0,0.14285714285714285
2843,Reinhardshagen,2016,CDU,HE,28,5.0,0.17857142857142858
2844,Reinhardshagen,2016,SPD,HE,41,13.0,0.3170731707317073
2845,Reinhardshagen,2021,CDU,HE,40,9.0,0.225
2846,Reinhardshagen,2021,GRÜNE,HE,18,7.0,0.3888888888888889
2847,Reinhardshagen,2021,SPD,HE,36,10.0,0.2777777777777778
2848,Reinheim,2011,CDU,HE,41,17.0,0.4146341463414634
2849,Reinheim,2011,FDP,HE,18,7.0,0.3888888888888889
2850,Reinheim,2011,GRÜNE,HE,29,13.0,0.4482758620689655
2851,Reinheim,2011,SPD,HE,39,10.0,0.2564102564102564
2852,Reinheim,2016,CDU,HE,34,10.0,0.29411764705882354
2853,Reinheim,2016,GRÜNE,HE,28,13.0,0.4642857142857143
2854,Reinheim,2016,SPD,HE,33,11.0,0.3333333333333333
2855,Reinheim,2021,CDU,HE,32,10.0,0.3125
2856,Reinheim,2021,GRÜNE,HE,29,15.0,0.5172413793103449
2857,Reinheim,2021,SPD,HE,33,13.0,0.3939393939393939
2858,Reiskirchen,2011,CDU,HE,30,12.0,0.4
2859,Reiskirchen,2011,GRÜNE,HE,15,8.0,0.5333333333333333
2860,Reiskirchen,2011,SPD,HE,29,10.0,0.3448275862068966
2861,Reiskirchen,2016,CDU,HE,22,4.0,0.18181818181818182
2862,Reiskirchen,2016,SPD,HE,12,4.0,0.3333333333333333
2863,Reiskirchen,2021,CDU,HE,26,7.0,0.2692307692307692
2864,Reiskirchen,2021,FDP,HE,10,5.0,0.5
2865,Reiskirchen,2021,SPD,HE,25,5.0,0.2
2866,Riedstadt,2011,CDU,HE,56,20.0,0.35714285714285715
2867,Riedstadt,2011,FDP,HE,50,17.0,0.34
2868,Riedstadt,2011,GRÜNE,HE,24,11.0,0.4583333333333333
2869,Riedstadt,2011,SPD,HE,40,16.0,0.4
2870,Riedstadt,2016,CDU,HE,24,5.0,0.20833333333333334
2871,Riedstadt,2016,GRÜNE,HE,4,1.0,0.25
2872,Riedstadt,2016,SPD,HE,26,8.0,0.3076923076923077
2873,Riedstadt,2021,CDU,HE,24,5.0,0.20833333333333334
2874,Riedstadt,2021,GRÜNE,HE,8,3.0,0.375
2875,Riedstadt,2021,SPD,HE,19,7.0,0.3684210526315789
2876,Rimbach,2011,CDU,HE,32,13.0,0.40625
2877,Rimbach,2011,FDP,HE,14,4.0,0.2857142857142857
2878,Rimbach,2011,SPD,HE,34,8.0,0.23529411764705882
2879,Rimbach,2016,CDU,HE,49,11.0,0.22448979591836735
2880,Rimbach,2016,FDP,HE,11,2.0,0.18181818181818182
2881,Rimbach,2016,GRÜNE,HE,19,7.0,0.3684210526315789
2882,Rimbach,2016,SPD,HE,51,20.0,0.39215686274509803
2883,Rimbach,2021,CDU,HE,53,15.0,0.2830188679245283
2884,Rimbach,2021,FDP,HE,16,4.0,0.25
2885,Rimbach,2021,GRÜNE,HE,31,15.0,0.4838709677419355
2886,Rimbach,2021,SPD,HE,48,20.0,0.4166666666666667
2887,Ringgau,2021,CDU,HE,33,8.0,0.24242424242424243
2888,Ringgau,2021,SPD,HE,34,7.0,0.20588235294117646
2889,Rockenberg,2011,CDU,HE,23,4.0,0.17391304347826086
2890,Rockenberg,2011,GRÜNE,HE,14,7.0,0.5
2891,Rockenberg,2011,SPD,HE,18,2.0,0.1111111111111111
2892,Rockenberg,2016,CDU,HE,45,17.0,0.37777777777777777
2893,Rockenberg,2016,GRÜNE,HE,13,8.0,0.6153846153846154
2894,Rockenberg,2016,SPD,HE,39,7.0,0.1794871794871795
2895,Rockenberg,2021,CDU,HE,33,9.0,0.2727272727272727
2896,Rockenberg,2021,FDP,HE,14,5.0,0.35714285714285715
2897,Rockenberg,2021,GRÜNE,HE,15,8.0,0.5333333333333333
2898,Rockenberg,2021,SPD,HE,21,2.0,0.09523809523809523
2899,Rodenbach,2011,CDU,HE,41,11.0,0.2682926829268293
2900,Rodenbach,2011,FDP,HE,15,3.0,0.2
2901,Rodenbach,2011,GRÜNE,HE,20,9.0,0.45
2902,Rodenbach,2011,SPD,HE,27,8.0,0.2962962962962963
2903,Rodenbach,2016,CDU,HE,18,5.0,0.2777777777777778
2904,Rodenbach,2016,SPD,HE,18,4.0,0.2222222222222222
2905,Rodenbach,2021,CDU,HE,19,4.0,0.21052631578947367
2906,Rodenbach,2021,FDP,HE,4,1.0,0.25
2907,Rodenbach,2021,SPD,HE,19,6.0,0.3157894736842105
2908,Rodgau,2011,CDU,HE,35,9.0,0.2571428571428571
2909,Rodgau,2011,FDP,HE,13,4.0,0.3076923076923077
2910,Rodgau,2011,SPD,HE,19,4.0,0.21052631578947367
2911,Rodgau,2016,CDU,HE,34,8.0,0.23529411764705882
2912,Rodgau,2016,GRÜNE,HE,17,8.0,0.47058823529411764
2913,Rodgau,2016,SPD,HE,32,9.0,0.28125
2914,Rodgau,2021,GRÜNE,HE,44,23.0,0.5227272727272727
2915,Rodgau,2021,AfD,HE,3,,
2916,Rodgau,2021,CDU,HE,39,14.0,0.358974358974359
2917,Rodgau,2021,FDP,HE,15,4.0,0.26666666666666666
2918,Rodgau,2021,SPD,HE,35,11.0,0.3142857142857143
2919,Romrod,2011,CDU,HE,25,3.0,0.12
2920,Romrod,2011,SPD,HE,5,2.0,0.4
2921,Romrod,2016,AfD,HE,27,8.0,0.2962962962962963
2922,Romrod,2016,CDU,HE,79,28.0,0.35443037974683544
2923,Romrod,2016,FDP,HE,39,12.0,0.3076923076923077
2924,Romrod,2016,GRÜNE,HE,58,29.0,0.5
2925,Romrod,2016,SPD,HE,81,25.0,0.30864197530864196
2926,Romrod,2021,CDU,HE,34,10.0,0.29411764705882354
2927,Romrod,2021,FDP,HE,12,3.0,0.25
2928,Romrod,2021,SPD,HE,36,13.0,0.3611111111111111
2929,Ronneburg,2011,CDU,HE,40,12.0,0.3
2930,Ronneburg,2011,FDP,HE,20,7.0,0.35
2931,Ronneburg,2011,GRÜNE,HE,16,9.0,0.5625
2932,Ronneburg,2011,SPD,HE,43,18.0,0.4186046511627907
2933,Ronneburg,2016,CDU,HE,37,11.0,0.2972972972972973
2934,Ronneburg,2016,FDP,HE,13,4.0,0.3076923076923077
2935,Ronneburg,2016,GRÜNE,HE,18,6.0,0.3333333333333333
2936,Ronneburg,2016,SPD,HE,30,5.0,0.16666666666666666
2937,Ronneburg,2021,CDU,HE,33,9.0,0.2727272727272727
2938,Ronneburg,2021,FDP,HE,15,5.0,0.3333333333333333
2939,Ronneburg,2021,GRÜNE,HE,20,9.0,0.45
2940,Ronneburg,2021,SPD,HE,32,8.0,0.25
2941,Ronshausen,2011,CDU,HE,32,5.0,0.15625
2942,Ronshausen,2011,SPD,HE,34,9.0,0.2647058823529412
2943,Ronshausen,2016,CDU,HE,14,2.0,0.14285714285714285
2944,Ronshausen,2016,SPD,HE,26,5.0,0.19230769230769232
2945,Ronshausen,2021,CDU,HE,33,10.0,0.30303030303030304
2946,Ronshausen,2021,FDP,HE,14,5.0,0.35714285714285715
2947,Ronshausen,2021,SPD,HE,35,12.0,0.34285714285714286
2948,Rosbach v. d. Höhe,2011,CDU,HE,29,5.0,0.1724137931034483
2949,Rosbach v. d. Höhe,2011,FDP,HE,20,9.0,0.45
2950,Rosbach v. d. Höhe,2011,GRÜNE,HE,16,5.0,0.3125
2951,Rosbach v. d. Höhe,2011,SPD,HE,39,8.0,0.20512820512820512
2952,Rosbach v. d. Höhe,2016,CDU,HE,30,6.0,0.2
2953,Rosbach v. d. Höhe,2016,FDP,HE,9,3.0,0.3333333333333333
2954,Rosbach v. d. Höhe,2016,GRÜNE,HE,10,6.0,0.6
2955,Rosbach v. d. Höhe,2016,SPD,HE,29,7.0,0.2413793103448276
2956,Rosbach v. d. Höhe,2021,CDU,HE,20,8.0,0.4
2957,Rosbach v. d. Höhe,2021,GRÜNE,HE,13,3.0,0.23076923076923078
2958,Rosbach v. d. Höhe,2021,SPD,HE,36,15.0,0.4166666666666667
2959,Rosenthal,2016,CDU,HE,35,10.0,0.2857142857142857
2960,Rosenthal,2016,FDP,HE,16,3.0,0.1875
2961,Rosenthal,2016,GRÜNE,HE,16,6.0,0.375
2962,Rosenthal,2016,SPD,HE,33,9.0,0.2727272727272727
2963,Rosenthal,2021,CDU,HE,25,6.0,0.24
2964,Rosenthal,2021,FDP,HE,16,4.0,0.25
2965,Rosenthal,2021,GRÜNE,HE,13,7.0,0.5384615384615384
2966,Rosenthal,2021,SPD,HE,12,1.0,0.08333333333333333
2967,Rotenburg a. d. Fulda,2011,SPD,HE,23,7.0,0.30434782608695654
2968,Rotenburg a. d. Fulda,2016,CDU,HE,17,5.0,0.29411764705882354
2969,Rotenburg a. d. Fulda,2016,SPD,HE,26,9.0,0.34615384615384615
2970,Rotenburg a. d. Fulda,2021,SPD,HE,26,9.0,0.34615384615384615
2971,Roßdorf,2011,CDU,HE,38,11.0,0.2894736842105263
2972,Roßdorf,2011,SPD,HE,39,11.0,0.28205128205128205
2973,Roßdorf,2016,CDU,HE,32,8.0,0.25
2974,Roßdorf,2016,SPD,HE,35,12.0,0.34285714285714286
2975,Roßdorf,2021,CDU,HE,33,9.0,0.2727272727272727
2976,Roßdorf,2021,GRÜNE,HE,14,6.0,0.42857142857142855
2977,Roßdorf,2021,SPD,HE,37,15.0,0.40540540540540543
2978,Runkel,2011,CDU,HE,27,7.0,0.25925925925925924
2979,Runkel,2011,GRÜNE,HE,16,6.0,0.375
2980,Runkel,2011,SPD,HE,22,8.0,0.36363636363636365
2981,Runkel,2016,CDU,HE,17,3.0,0.17647058823529413
2982,Runkel,2016,GRÜNE,HE,6,2.0,0.3333333333333333
2983,Runkel,2016,SPD,HE,16,1.0,0.0625
2984,Runkel,2021,CDU,HE,29,9.0,0.3103448275862069
2985,Runkel,2021,GRÜNE,HE,13,6.0,0.46153846153846156
2986,Runkel,2021,SPD,HE,18,4.0,0.2222222222222222
2987,Rödermark,2011,CDU,HE,36,12.0,0.3333333333333333
2988,Rödermark,2011,FDP,HE,14,5.0,0.35714285714285715
2989,Rödermark,2011,GRÜNE,HE,21,10.0,0.47619047619047616
2990,Rödermark,2011,SPD,HE,26,12.0,0.46153846153846156
2991,Rödermark,2016,CDU,HE,30,12.0,0.4
2992,Rödermark,2016,GRÜNE,HE,15,8.0,0.5333333333333333
2993,Rödermark,2016,SPD,HE,19,5.0,0.2631578947368421
2994,Rödermark,2021,CDU,HE,44,12.0,0.2727272727272727
2995,Rödermark,2021,FDP,HE,43,16.0,0.37209302325581395
2996,Rödermark,2021,GRÜNE,HE,31,14.0,0.45161290322580644
2997,Rödermark,2021,SPD,HE,33,15.0,0.45454545454545453
2998,Rüdesheim am Rhein,2011,CDU,HE,16,1.0,0.0625
2999,Rüdesheim am Rhein,2011,SPD,HE,17,5.0,0.29411764705882354
3000,Rüdesheim am Rhein,2016,CDU,HE,28,9.0,0.32142857142857145
3001,Rüdesheim am Rhein,2016,FDP,HE,14,4.0,0.2857142857142857
3002,Rüdesheim am Rhein,2016,GRÜNE,HE,14,8.0,0.5714285714285714
3003,Rüdesheim am Rhein,2016,SPD,HE,32,11.0,0.34375
3004,Rüdesheim am Rhein,2021,CDU,HE,25,9.0,0.36
3005,Rüdesheim am Rhein,2021,FDP,HE,9,3.0,0.3333333333333333
3006,Rüdesheim am Rhein,2021,GRÜNE,HE,11,4.0,0.36363636363636365
3007,Rüdesheim am Rhein,2021,SPD,HE,15,7.0,0.4666666666666667
3008,Schaafheim,2011,CDU,HE,36,10.0,0.2777777777777778
3009,Schaafheim,2011,GRÜNE,HE,24,10.0,0.4166666666666667
3010,Schaafheim,2011,SPD,HE,34,8.0,0.23529411764705882
3011,Schaafheim,2016,CDU,HE,41,16.0,0.3902439024390244
3012,Schaafheim,2016,FDP,HE,16,6.0,0.375
3013,Schaafheim,2016,GRÜNE,HE,28,15.0,0.5357142857142857
3014,Schaafheim,2016,SPD,HE,39,9.0,0.23076923076923078
3015,Schaafheim,2021,CDU,HE,41,17.0,0.4146341463414634
3016,Schaafheim,2021,FDP,HE,16,4.0,0.25
3017,Schaafheim,2021,GRÜNE,HE,27,14.0,0.5185185185185185
3018,Schaafheim,2021,SPD,HE,38,9.0,0.23684210526315788
3019,Schauenburg,2011,CDU,HE,16,2.0,0.125
3020,Schauenburg,2011,GRÜNE,HE,10,5.0,0.5
3021,Schauenburg,2011,SPD,HE,23,3.0,0.13043478260869565
3022,Schauenburg,2016,CDU,HE,18,6.0,0.3333333333333333
3023,Schauenburg,2016,GRÜNE,HE,11,3.0,0.2727272727272727
3024,Schauenburg,2016,SPD,HE,32,10.0,0.3125
3025,Schauenburg,2021,CDU,HE,11,3.0,0.2727272727272727
3026,Schauenburg,2021,SPD,HE,25,7.0,0.28
3027,Schenklengsfeld,2011,CDU,HE,34,9.0,0.2647058823529412
3028,Schenklengsfeld,2011,GRÜNE,HE,18,7.0,0.3888888888888889
3029,Schenklengsfeld,2011,SPD,HE,31,8.0,0.25806451612903225
3030,Schenklengsfeld,2016,GRÜNE,HE,11,5.0,0.45454545454545453
3031,Schenklengsfeld,2016,SPD,HE,27,5.0,0.18518518518518517
3032,Schenklengsfeld,2021,CDU,HE,27,10.0,0.37037037037037035
3033,Schenklengsfeld,2021,FDP,HE,22,5.0,0.22727272727272727
3034,Schenklengsfeld,2021,GRÜNE,HE,10,7.0,0.7
3035,Schenklengsfeld,2021,SPD,HE,23,5.0,0.21739130434782608
3036,Schlangenbad,2011,CDU,HE,40,15.0,0.375
3037,Schlangenbad,2011,FDP,HE,19,6.0,0.3157894736842105
3038,Schlangenbad,2011,GRÜNE,HE,18,6.0,0.3333333333333333
3039,Schlangenbad,2011,SPD,HE,39,14.0,0.358974358974359
3040,Schlangenbad,2016,CDU,HE,40,14.0,0.35
3041,Schlangenbad,2016,FDP,HE,25,9.0,0.36
3042,Schlangenbad,2016,GRÜNE,HE,20,8.0,0.4
3043,Schlangenbad,2016,SPD,HE,31,10.0,0.3225806451612903
3044,Schlangenbad,2021,AfD,HE,16,6.0,0.375
3045,Schlangenbad,2021,CDU,HE,50,16.0,0.32
3046,Schlangenbad,2021,FDP,HE,18,4.0,0.2222222222222222
3047,Schlangenbad,2021,GRÜNE,HE,29,9.0,0.3103448275862069
3048,Schlangenbad,2021,SPD,HE,53,17.0,0.32075471698113206
3049,Schlitz,2011,CDU,HE,40,16.0,0.4
3050,Schlitz,2011,FDP,HE,16,9.0,0.5625
3051,Schlitz,2011,SPD,HE,17,5.0,0.29411764705882354
3052,Schlitz,2016,CDU,HE,12,2.0,0.16666666666666666
3053,Schlitz,2016,SPD,HE,8,3.0,0.375
3054,Schlitz,2021,AfD,HE,5,1.0,0.2
3055,Schlitz,2021,CDU,HE,28,8.0,0.2857142857142857
3056,Schlitz,2021,FDP,HE,9,,
3057,Schlitz,2021,GRÜNE,HE,18,8.0,0.4444444444444444
3058,Schlitz,2021,SPD,HE,38,8.0,0.21052631578947367
3059,Schlüchtern,2011,CDU,HE,38,11.0,0.2894736842105263
3060,Schlüchtern,2011,FDP,HE,14,2.0,0.14285714285714285
3061,Schlüchtern,2011,SPD,HE,42,19.0,0.4523809523809524
3062,Schlüchtern,2016,CDU,HE,40,11.0,0.275
3063,Schlüchtern,2016,FDP,HE,13,6.0,0.46153846153846156
3064,Schlüchtern,2016,GRÜNE,HE,17,7.0,0.4117647058823529
3065,Schlüchtern,2016,SPD,HE,39,18.0,0.46153846153846156
3066,Schlüchtern,2021,CDU,HE,30,9.0,0.3
3067,Schlüchtern,2021,FDP,HE,15,7.0,0.4666666666666667
3068,Schlüchtern,2021,GRÜNE,HE,16,8.0,0.5
3069,Schlüchtern,2021,SPD,HE,35,17.0,0.4857142857142857
3070,Schmitten,2011,CDU,HE,33,9.0,0.2727272727272727
3071,Schmitten,2011,FDP,HE,11,2.0,0.18181818181818182
3072,Schmitten,2011,GRÜNE,HE,21,7.0,0.3333333333333333
3073,Schmitten,2011,SPD,HE,26,7.0,0.2692307692307692
3074,Schmitten,2016,CDU,HE,32,10.0,0.3125
3075,Schmitten,2016,FDP,HE,39,17.0,0.4358974358974359
3076,Schmitten,2016,GRÜNE,HE,16,6.0,0.375
3077,Schmitten,2016,SPD,HE,33,13.0,0.3939393939393939
3078,Schmitten,2021,CDU,HE,32,14.0,0.4375
3079,Schmitten,2021,FDP,HE,38,16.0,0.42105263157894735
3080,Schmitten,2021,GRÜNE,HE,16,6.0,0.375
3081,Schmitten,2021,SPD,HE,33,16.0,0.48484848484848486
3082,Schotten,2011,CDU,HE,35,8.0,0.22857142857142856
3083,Schotten,2011,SPD,HE,38,11.0,0.2894736842105263
3084,Schotten,2016,CDU,HE,37,10.0,0.2702702702702703
3085,Schotten,2016,FDP,HE,10,3.0,0.3
3086,Schotten,2016,SPD,HE,35,11.0,0.3142857142857143
3087,Schotten,2021,AfD,HE,5,1.0,0.2
3088,Schotten,2021,GRÜNE,HE,7,1.0,0.14285714285714285
3089,Schotten,2021,SPD,HE,18,6.0,0.3333333333333333
3090,Schrecksbach,2011,CDU,HE,36,10.0,0.2777777777777778
3091,Schrecksbach,2011,FDP,HE,19,4.0,0.21052631578947367
3092,Schrecksbach,2011,SPD,HE,27,7.0,0.25925925925925924
3093,Schrecksbach,2016,CDU,HE,32,7.0,0.21875
3094,Schrecksbach,2016,FDP,HE,18,4.0,0.2222222222222222
3095,Schrecksbach,2016,GRÜNE,HE,15,7.0,0.4666666666666667
3096,Schrecksbach,2016,SPD,HE,24,5.0,0.20833333333333334
3097,Schrecksbach,2021,CDU,HE,41,11.0,0.2682926829268293
3098,Schrecksbach,2021,FDP,HE,14,4.0,0.2857142857142857
3099,Schrecksbach,2021,GRÜNE,HE,17,4.0,0.23529411764705882
3100,Schrecksbach,2021,SPD,HE,30,7.0,0.23333333333333334
3101,Schwalbach am Taunus,2016,CDU,HE,35,11.0,0.3142857142857143
3102,Schwalbach am Taunus,2016,FDP,HE,11,3.0,0.2727272727272727
3103,Schwalbach am Taunus,2016,GRÜNE,HE,13,6.0,0.46153846153846156
3104,Schwalbach am Taunus,2016,SPD,HE,24,8.0,0.3333333333333333
3105,Schwalbach am Taunus,2021,CDU,HE,32,10.0,0.3125
3106,Schwalbach am Taunus,2021,FDP,HE,11,3.0,0.2727272727272727
3107,Schwalbach am Taunus,2021,GRÜNE,HE,13,6.0,0.46153846153846156
3108,Schwalbach am Taunus,2021,SPD,HE,25,6.0,0.24
3109,Schwalmstadt,2011,CDU,HE,28,4.0,0.14285714285714285
3110,Schwalmstadt,2011,FDP,HE,12,3.0,0.25
3111,Schwalmstadt,2011,GRÜNE,HE,11,3.0,0.2727272727272727
3112,Schwalmstadt,2011,SPD,HE,26,8.0,0.3076923076923077
3113,Schwalmstadt,2016,CDU,HE,42,12.0,0.2857142857142857
3114,Schwalmstadt,2016,FDP,HE,13,2.0,0.15384615384615385
3115,Schwalmstadt,2016,GRÜNE,HE,19,7.0,0.3684210526315789
3116,Schwalmstadt,2016,SPD,HE,42,12.0,0.2857142857142857
3117,Schwalmstadt,2021,CDU,HE,14,2.0,0.14285714285714285
3118,Schwalmstadt,2021,SPD,HE,17,6.0,0.35294117647058826
3119,Schwalmtal,2011,CDU,HE,37,6.0,0.16216216216216217
3120,Schwalmtal,2011,FDP,HE,16,2.0,0.125
3121,Schwalmtal,2011,GRÜNE,HE,14,4.0,0.2857142857142857
3122,Schwalmtal,2011,SPD,HE,15,5.0,0.3333333333333333
3123,Schwalmtal,2016,CDU,HE,16,3.0,0.1875
3124,Schwalmtal,2021,AfD,HE,4,1.0,0.25
3125,Schwalmtal,2021,CDU,HE,9,3.0,0.3333333333333333
3126,Schwalmtal,2021,GRÜNE,HE,5,1.0,0.2
3127,Schwalmtal,2021,SPD,HE,17,2.0,0.11764705882352941
3128,Schwarzenborn,2016,CDU,HE,23,7.0,0.30434782608695654
3129,Schwarzenborn,2016,FDP,HE,14,3.0,0.21428571428571427
3130,Schwarzenborn,2016,SPD,HE,29,10.0,0.3448275862068966
3131,Schwarzenborn,2021,CDU,HE,19,2.0,0.10526315789473684
